"age","city","occupation","gender","income"
45,"Szeged","Sales Representative","Female",443444.980705151
24,"Pécs","Teacher","Female",77814.648129582
46,"Budapest","Engineer","Female",576785.752409872
27,"Budapest","Doctor","Female",329619.755847516
46,"Eger","Teacher","Male",455771.608058829
33,"Szeged","Nurse","Male",393980.924105162
32,"Budapest","Software Developer","Male",483195.007619438
45,"Szombathely","Accountant","Male",443756.091276676
44,"Miskolc","Nurse","Female",434499.982709762
37,"Debrecen","Driver","Male",299533.534948717
31,"Pécs","Accountant","Female",236433.701528663
42,"Debrecen","Manager","Female",536007.868103932
39,"Eger","Accountant","Male",356519.533145039
52,"Debrecen","Accountant","Male",464691.605156287
32,"Miskolc","Teacher","Female",252950.638317347
39,"Debrecen","Nurse","Female",330276.665464756
67,"Budapest","Software Developer","Female",794448.485446173
25,"Budapest","Sales Representative","Male",294544.713879894
44,"Budapest","Sales Representative","Female",443427.278913789
45,"Eger","Teacher","Male",385907.883507252
35,"Szeged","Accountant","Female",363099.613166429
31,"Szombathely","Accountant","Female",247305.133501945
23,"Debrecen","Teacher","Female",162671.334210292
23,"Debrecen","Chef","Male",244996.976295048
37,"Pécs","Sales Representative","Male",260744.80059531
55,"Budapest","Engineer","Female",597289.140778379
41,"Szombathely","Teacher","Female",378090.28381493
59,"Szombathely","Teacher","Male",481951.384692509
33,"Budapest","Teacher","Female",327629.088751662
47,"Győr","Sales Representative","Male",418556.847962935
41,"Szeged","Driver","Female",319196.773165196
44,"Debrecen","Accountant","Female",482290.865877114
42,"Budapest","Sales Representative","Female",534222.405568213
49,"Eger","Teacher","Female",361908.765094935
40,"Pécs","Manager","Female",316341.911809009
52,"Budapest","Engineer","Female",616932.375336506
46,"Szeged","Chef","Female",462044.346713389
40,"Pécs","Accountant","Male",393948.117614078
39,"Miskolc","Sales Representative","Female",326594.624966429
25,"Budapest","Driver","Male",245422.376947341
32,"Debrecen","Sales Representative","Male",284907.484668282
37,"Debrecen","Driver","Male",339319.701243261
51,"Szombathely","Software Developer","Male",575217.917808688
49,"Szeged","Teacher","Female",581788.178072944
30,"Budapest","Software Developer","Male",459817.511903162
34,"Győr","Accountant","Female",195266.568860662
61,"Pécs","Chef","Female",512197.093446247
23,"Szeged","Teacher","Female",193764.116966478
42,"Eger","Teacher","Male",338113.000360233
43,"Budapest","Teacher","Male",451587.464714408
34,"Győr","Nurse","Female",296262.66734497
24,"Budapest","Teacher","Male",243849.580553269
35,"Debrecen","Sales Representative","Male",374951.68771818
72,"Szeged","Nurse","Male",55595.2498015815
39,"Debrecen","Nurse","Male",252911.4013279
37,"Győr","Doctor","Female",332176.294717599
42,"Debrecen","Accountant","Female",360881.756047965
26,"Miskolc","Doctor","Male",209194.857905322
49,"Szeged","Driver","Male",481745.454971329
49,"Debrecen","Teacher","Male",542733.501509878
36,"Miskolc","Doctor","Male",437005.356971532
41,"Budapest","Teacher","Male",467092.127976436
34,"Eger","Engineer","Male",372513.992417523
48,"Budapest","Nurse","Female",382839.133065446
20,"Miskolc","Manager","Male",146589.155678672
37,"Szeged","Nurse","Female",365250.333044676
47,"Szeged","Accountant","Female",419650.136774852
60,"Miskolc","Engineer","Male",583280.280956732
29,"Miskolc","Manager","Female",307427.218673439
27,"Budapest","Sales Representative","Female",176069.889938708
39,"Szombathely","Teacher","Male",332020.147557881
39,"Győr","Sales Representative","Male",364006.632368862
49,"Pécs","Manager","Female",523612.527666491
39,"Eger","Nurse","Male",411155.085047392
33,"Budapest","Teacher","Male",481969.117461782
63,"Pécs","Engineer","Female",550163.833493983
36,"Szeged","Sales Representative","Female",276976.47896721
51,"Budapest","Manager","Male",636550.721188591
49,"Debrecen","Nurse","Female",382876.281610859
35,"Szombathely","Teacher","Male",295388.789606722
60,"Budapest","Nurse","Male",612896.76178729
26,"Szeged","Manager","Female",299718.317282325
29,"Budapest","Manager","Female",314274.683829148
54,"Szeged","Engineer","Male",515568.592786779
21,"Szeged","Manager","Male",143262.860787903
48,"Debrecen","Engineer","Female",581515.140964432
42,"Budapest","Doctor","Female",492340.36766134
49,"Budapest","Software Developer","Male",552048.174924363
49,"Szeged","Nurse","Male",487593.874078172
32,"Budapest","Accountant","Male",381554.355520747
32,"Budapest","Manager","Male",331367.175080618
50,"Szombathely","Accountant","Female",554398.02374642
51,"Debrecen","Sales Representative","Male",450814.563544565
27,"Debrecen","Teacher","Female",262868.209682031
25,"Budapest","Engineer","Female",306931.444296526
27,"Budapest","Teacher","Male",369299.313662281
40,"Budapest","Accountant","Male",505401.632177937
40,"Budapest","Teacher","Female",546901.703659966
68,"Budapest","Nurse","Female",610255.9352721
46,"Szombathely","Sales Representative","Male",330470.306943869
38,"Budapest","Teacher","Male",397021.65981161
34,"Budapest","Sales Representative","Female",292843.178435078
34,"Pécs","Sales Representative","Female",245522.191345568
33,"Budapest","Chef","Male",406681.234786744
27,"Budapest","Engineer","Male",335086.560006174
42,"Miskolc","Doctor","Male",426034.600250802
2,"Szeged","Manager","Male",0
26,"Debrecen","Engineer","Female",311316.458572919
52,"Pécs","Engineer","Female",490631.205243343
42,"Budapest","Sales Representative","Female",449016.974037344
47,"Szeged","Manager","Male",548254.698000108
33,"Budapest","Software Developer","Female",443113.812155643
57,"Szeged","Chef","Female",479598.400000106
36,"Budapest","Manager","Male",543607.587377016
47,"Budapest","Chef","Male",531768.217333797
40,"Budapest","Teacher","Male",367368.9885559
46,"Győr","Nurse","Female",416421.470498555
35,"Budapest","Teacher","Male",393674.512354766
55,"Szombathely","Teacher","Male",473436.332561903
34,"Miskolc","Sales Representative","Female",220656.070939387
74,"Miskolc","Accountant","Male",41654.9098817184
38,"Győr","Engineer","Male",243905.54191607
42,"Budapest","Sales Representative","Female",482278.057687239
33,"Szeged","Doctor","Male",504442.623104182
49,"Győr","Nurse","Female",384887.610599656
42,"Budapest","Engineer","Female",677622.315042021
48,"Budapest","Engineer","Male",552713.006327734
49,"Eger","Nurse","Male",442136.39152028
31,"Budapest","Sales Representative","Male",279687.299973172
50,"Debrecen","Accountant","Female",492999.67527004
26,"Szeged","Nurse","Female",229208.607677923
42,"Budapest","Sales Representative","Female",440418.552791449
51,"Eger","Manager","Female",444551.179914211
21,"Szombathely","Accountant","Male",174614.849706834
35,"Budapest","Nurse","Female",308402.134245823
35,"Pécs","Software Developer","Male",386702.748160581
15,"Budapest","Teacher","Male",0
38,"Győr","Teacher","Male",363488.749406445
57,"Budapest","Manager","Male",681442.014512491
23,"Budapest","Nurse","Male",232095.471063583
27,"Budapest","Sales Representative","Female",317828.754219685
35,"Győr","Teacher","Female",321378.251316063
39,"Szeged","Engineer","Female",427458.654464921
41,"Budapest","Engineer","Male",482394.916883878
42,"Miskolc","Nurse","Male",361221.484805875
37,"Debrecen","Manager","Male",390729.547563671
68,"Budapest","Nurse","Female",609267.661674343
35,"Budapest","Engineer","Female",352937.517234753
24,"Szeged","Sales Representative","Female",174804.765784311
21,"Pécs","Chef","Female",82426.7968067489
38,"Szeged","Software Developer","Female",475654.195541977
34,"Szeged","Accountant","Male",348256.592741542
53,"Budapest","Nurse","Female",609941.605342528
38,"Budapest","Teacher","Female",510608.632406659
41,"Budapest","Engineer","Female",385632.051668462
21,"Budapest","Sales Representative","Male",189138.314542529
37,"Szeged","Teacher","Male",391910.942040413
37,"Budapest","Manager","Male",484099.281173026
23,"Debrecen","Sales Representative","Female",222876.36966065
29,"Eger","Accountant","Female",167861.004354696
30,"Debrecen","Software Developer","Female",358477.328519589
50,"Szeged","Software Developer","Female",592330.072762146
47,"Eger","Teacher","Male",492942.532984744
48,"Debrecen","Teacher","Female",466890.819749991
57,"Pécs","Sales Representative","Female",423523.692913904
36,"Debrecen","Manager","Female",468575.823509173
54,"Miskolc","Chef","Female",454186.272073583
37,"Debrecen","Engineer","Male",406535.716980973
54,"Budapest","Software Developer","Male",691526.975862686
25,"Debrecen","Engineer","Female",333682.775657824
33,"Budapest","Nurse","Male",311261.844424316
51,"Budapest","Nurse","Male",617303.870742319
60,"Szombathely","Doctor","Female",571461.70922005
40,"Debrecen","Accountant","Male",408157.416054468
36,"Szombathely","Sales Representative","Male",308465.44335454
48,"Miskolc","Teacher","Male",353775.163005359
39,"Budapest","Software Developer","Male",597517.805140843
40,"Budapest","Sales Representative","Male",434575.384586424
43,"Győr","Nurse","Female",396232.200143471
53,"Debrecen","Software Developer","Female",744859.781688625
27,"Budapest","Nurse","Female",357273.115339102
35,"Budapest","Software Developer","Male",505650.085152404
47,"Szombathely","Software Developer","Male",484205.223903737
14,"Pécs","Nurse","Female",0
56,"Debrecen","Engineer","Male",582903.362562384
32,"Budapest","Sales Representative","Male",337668.697283911
27,"Miskolc","Engineer","Male",287685.779961654
42,"Pécs","Sales Representative","Female",305673.628620396
67,"Szombathely","Teacher","Male",470680.0985185
32,"Budapest","Nurse","Male",418506.234924779
22,"Pécs","Nurse","Male",119541.98908755
38,"Budapest","Nurse","Male",414669.202640234
54,"Debrecen","Sales Representative","Female",496230.888033862
37,"Eger","Nurse","Male",378677.829684821
47,"Szombathely","Nurse","Female",423042.754843346
54,"Szeged","Accountant","Male",550320.71665775
19,"Budapest","Nurse","Male",220467.425623321
47,"Szombathely","Nurse","Female",350028.041022845
34,"Miskolc","Teacher","Female",309016.159113556
39,"Szombathely","Driver","Female",213038.050168077
67,"Budapest","Teacher","Male",650731.333427763
43,"Győr","Teacher","Female",362238.847595262
50,"Miskolc","Nurse","Male",404967.021311351
28,"Budapest","Nurse","Male",313744.73464194
45,"Budapest","Engineer","Male",456569.518511525
39,"Budapest","Manager","Female",547595.495629184
37,"Győr","Nurse","Female",346445.927644093
47,"Szombathely","Sales Representative","Male",375887.962773899
22,"Szombathely","Accountant","Female",130701.573414213
57,"Budapest","Teacher","Male",578931.10356733
67,"Szombathely","Software Developer","Male",636896.96924046
35,"Budapest","Driver","Female",304590.178289354
46,"Debrecen","Nurse","Male",449475.229769888
65,"Budapest","Accountant","Female",660232.638933297
29,"Eger","Manager","Male",282268.280792008
41,"Szeged","Engineer","Male",522321.73206525
68,"Budapest","Sales Representative","Female",649717.535818844
29,"Pécs","Sales Representative","Female",113688.87046307
51,"Miskolc","Accountant","Male",531726.228484695
46,"Budapest","Sales Representative","Male",434711.008834653
36,"Budapest","Chef","Female",465965.077039582
44,"Pécs","Accountant","Female",430635.195834342
36,"Miskolc","Nurse","Male",301787.2775134
49,"Budapest","Accountant","Male",565398.41600303
34,"Szeged","Software Developer","Female",411246.205199061
19,"Győr","Doctor","Male",183904.737262225
50,"Budapest","Chef","Female",516127.136311304
54,"Budapest","Manager","Male",608786.354893121
41,"Szeged","Nurse","Female",371990.122076698
30,"Budapest","Sales Representative","Female",294897.606445268
34,"Miskolc","Engineer","Male",320282.672744518
24,"Budapest","Engineer","Male",268004.03908012
23,"Miskolc","Accountant","Female",146560.242407331
54,"Miskolc","Manager","Female",499733.002099077
15,"Szeged","Doctor","Male",0
47,"Szombathely","Engineer","Female",521351.079538576
35,"Budapest","Sales Representative","Male",324270.716293115
24,"Budapest","Software Developer","Male",432586.09279549
37,"Budapest","Accountant","Male",469451.204677854
38,"Budapest","Chef","Male",394331.934036871
54,"Szombathely","Teacher","Female",387163.17303747
69,"Budapest","Sales Representative","Male",567500.321144089
62,"Debrecen","Manager","Male",686577.07060695
60,"Szeged","Teacher","Female",541725.541465976
59,"Szombathely","Teacher","Male",554574.71651224
51,"Debrecen","Manager","Male",571629.024906473
35,"Budapest","Chef","Male",373981.829512455
42,"Budapest","Chef","Male",501822.987699804
22,"Eger","Teacher","Female",95961.0118646053
31,"Szeged","Teacher","Female",338094.869654485
30,"Budapest","Nurse","Male",280152.921778639
27,"Budapest","Teacher","Male",329726.352061208
57,"Debrecen","Nurse","Male",447572.681997643
46,"Szombathely","Sales Representative","Male",295791.96768103
43,"Győr","Sales Representative","Male",311818.295652754
40,"Debrecen","Engineer","Male",409054.610127129
52,"Szeged","Accountant","Male",517377.841561335
51,"Debrecen","Accountant","Male",578143.76079976
29,"Budapest","Doctor","Male",412790.114876726
16,"Eger","Sales Representative","Female",0
26,"Budapest","Software Developer","Female",498829.827019501
34,"Szombathely","Sales Representative","Female",204048.271300505
40,"Szeged","Manager","Male",410875.332485693
58,"Debrecen","Teacher","Female",543549.862805897
48,"Budapest","Engineer","Male",678438.936303771
48,"Pécs","Teacher","Male",303981.526903689
50,"Budapest","Teacher","Male",557621.239403898
38,"Budapest","Accountant","Male",470180.513286633
27,"Budapest","Nurse","Female",301484.519654293
29,"Győr","Doctor","Female",386015.447771413
24,"Miskolc","Sales Representative","Male",112849.6118106
24,"Budapest","Sales Representative","Male",267321.965755563
22,"Budapest","Nurse","Male",156955.828223234
50,"Eger","Manager","Male",488044.538278208
25,"Debrecen","Teacher","Female",323809.531529806
47,"Pécs","Sales Representative","Male",344736.734529176
68,"Miskolc","Chef","Male",495587.406381683
38,"Miskolc","Accountant","Male",368093.298152174
38,"Budapest","Engineer","Male",551085.530081523
50,"Miskolc","Sales Representative","Female",351273.139465412
40,"Szombathely","Driver","Female",258200.384100531
31,"Budapest","Manager","Male",353891.410734191
23,"Debrecen","Teacher","Female",239573.530589213
41,"Pécs","Accountant","Female",333286.48538446
35,"Eger","Nurse","Female",223758.693008832
45,"Szeged","Engineer","Female",444988.653138795
43,"Szombathely","Engineer","Male",285029.177748084
56,"Pécs","Manager","Female",476535.681633893
47,"Eger","Engineer","Male",393699.331811768
54,"Győr","Software Developer","Male",575877.460478045
41,"Debrecen","Engineer","Female",370034.981266298
50,"Pécs","Doctor","Male",544363.269480287
37,"Budapest","Driver","Male",377443.432471726
38,"Szeged","Driver","Male",353808.84226972
41,"Miskolc","Engineer","Male",456920.611234991
27,"Győr","Sales Representative","Female",135396.992165793
26,"Szeged","Sales Representative","Male",199736.906128146
37,"Debrecen","Accountant","Female",380774.325451143
23,"Budapest","Driver","Male",330145.471331798
41,"Budapest","Doctor","Female",493344.668155898
50,"Pécs","Accountant","Male",439387.788262683
29,"Budapest","Driver","Female",310002.529125413
41,"Győr","Sales Representative","Male",308494.515409995
22,"Szombathely","Accountant","Male",175280.474658377
51,"Miskolc","Engineer","Male",476358.666175283
36,"Szombathely","Nurse","Male",299254.21627064
58,"Debrecen","Software Developer","Female",648145.609857289
41,"Budapest","Engineer","Female",432105.349555628
62,"Budapest","Nurse","Male",685704.143853062
44,"Szombathely","Sales Representative","Male",349957.531260367
38,"Budapest","Accountant","Male",509595.913784487
52,"Szeged","Teacher","Male",582279.347491501
46,"Budapest","Doctor","Male",616986.0374104
33,"Budapest","Doctor","Male",442764.940666186
48,"Budapest","Driver","Female",470652.399793631
48,"Szeged","Chef","Male",391504.474703384
44,"Eger","Engineer","Male",446633.28403041
36,"Eger","Accountant","Female",338924.433121273
39,"Pécs","Software Developer","Female",472334.969574298
51,"Szeged","Engineer","Male",532980.130546675
53,"Budapest","Nurse","Female",470120.456102692
44,"Debrecen","Doctor","Male",500751.217017182
30,"Debrecen","Sales Representative","Male",210565.861223237
49,"Budapest","Driver","Female",506658.622718447
42,"Debrecen","Sales Representative","Male",350265.288607475
54,"Szombathely","Nurse","Female",417536.970864482
21,"Debrecen","Sales Representative","Male",168923.007906612
31,"Miskolc","Teacher","Male",357821.504114951
46,"Debrecen","Doctor","Female",438690.996516425
24,"Pécs","Driver","Male",148038.157888978
73,"Győr","Nurse","Female",43715.1459237602
30,"Eger","Sales Representative","Female",157651.113580632
45,"Debrecen","Engineer","Female",520200.007925558
19,"Győr","Driver","Female",61881.5095433108
66,"Szeged","Sales Representative","Female",583729.941218535
49,"Budapest","Accountant","Female",587190.337950066
34,"Győr","Software Developer","Female",455312.88241031
43,"Pécs","Nurse","Female",450244.461112706
31,"Miskolc","Chef","Female",152853.376482449
19,"Szeged","Manager","Female",134127.99378378
27,"Debrecen","Teacher","Male",239414.319197173
29,"Budapest","Chef","Female",243690.265432513
54,"Miskolc","Software Developer","Female",515187.970061642
46,"Budapest","Driver","Male",518230.589586268
36,"Budapest","Teacher","Male",413080.876953526
37,"Szeged","Sales Representative","Female",333128.683234006
53,"Budapest","Nurse","Female",534066.087723787
28,"Debrecen","Sales Representative","Female",188654.973112084
47,"Szombathely","Sales Representative","Male",425845.295288598
29,"Szeged","Accountant","Female",246727.247661448
49,"Miskolc","Teacher","Female",528144.030076948
55,"Miskolc","Chef","Female",515746.174128649
35,"Szombathely","Driver","Female",215693.193616887
45,"Eger","Teacher","Female",335322.288959913
14,"Debrecen","Nurse","Male",0
44,"Budapest","Sales Representative","Female",491415.976819936
44,"Budapest","Nurse","Female",417477.576157705
45,"Budapest","Software Developer","Female",592307.247937137
55,"Budapest","Sales Representative","Female",521095.631363319
29,"Budapest","Teacher","Male",337080.542369101
57,"Szeged","Teacher","Female",442283.63229235
28,"Eger","Sales Representative","Male",180370.045640105
20,"Budapest","Teacher","Female",219342.013463768
66,"Pécs","Teacher","Female",631021.891435988
50,"Szombathely","Teacher","Female",447961.781814727
49,"Budapest","Accountant","Male",559993.048583926
48,"Szeged","Software Developer","Male",664687.23075891
37,"Budapest","Sales Representative","Female",423173.894951246
52,"Debrecen","Doctor","Female",598737.433145143
57,"Miskolc","Software Developer","Male",648667.708974531
21,"Szombathely","Sales Representative","Male",58683.0817759382
26,"Miskolc","Nurse","Female",148725.756569128
31,"Szeged","Engineer","Female",355704.663713383
46,"Budapest","Sales Representative","Female",565428.834915511
12,"Debrecen","Sales Representative","Male",0
38,"Eger","Accountant","Female",290234.944133535
23,"Budapest","Sales Representative","Female",231324.050850623
36,"Győr","Sales Representative","Female",262184.533855099
21,"Budapest","Software Developer","Male",359755.067018775
54,"Debrecen","Nurse","Male",512934.683097058
37,"Budapest","Nurse","Female",464228.127720887
38,"Pécs","Software Developer","Male",465837.230388832
58,"Budapest","Sales Representative","Male",547493.07490432
30,"Budapest","Sales Representative","Male",252859.066025393
21,"Szeged","Sales Representative","Male",201822.885270036
33,"Győr","Sales Representative","Male",240770.585559813
32,"Budapest","Software Developer","Male",460828.776620998
44,"Szombathely","Software Developer","Female",520394.779677297
36,"Budapest","Software Developer","Female",506989.259785736
23,"Miskolc","Teacher","Male",73611.5169778846
38,"Budapest","Chef","Male",464902.326228753
47,"Budapest","Engineer","Male",644651.716281782
24,"Szombathely","Driver","Female",167747.114867759
52,"Debrecen","Nurse","Female",485337.676671015
48,"Budapest","Accountant","Female",489322.846579326
58,"Budapest","Nurse","Female",572083.846081476
36,"Szeged","Accountant","Female",340895.382278657
45,"Budapest","Sales Representative","Female",530144.08682967
30,"Debrecen","Accountant","Male",352451.720966326
37,"Pécs","Sales Representative","Female",302468.588408319
27,"Budapest","Teacher","Female",302931.00367072
53,"Győr","Teacher","Male",473561.843999619
23,"Budapest","Sales Representative","Male",340272.383148022
47,"Győr","Accountant","Male",432879.422519924
32,"Budapest","Engineer","Male",464835.881334836
27,"Szeged","Nurse","Male",223476.120115768
58,"Budapest","Manager","Female",645825.21132207
41,"Budapest","Software Developer","Female",582912.064804241
44,"Pécs","Teacher","Female",315223.359165618
42,"Eger","Sales Representative","Male",321956.331654411
48,"Debrecen","Teacher","Female",463056.483599721
58,"Budapest","Sales Representative","Female",522752.357141993
41,"Szeged","Accountant","Female",443628.82727392
55,"Budapest","Doctor","Female",667233.358365523
12,"Debrecen","Sales Representative","Male",0
48,"Debrecen","Engineer","Female",542437.892178136
45,"Debrecen","Teacher","Male",464614.151863958
42,"Győr","Teacher","Male",378659.746794751
42,"Szeged","Sales Representative","Female",368082.250850724
35,"Budapest","Engineer","Female",435630.049389668
33,"Szeged","Teacher","Female",302721.117248212
53,"Győr","Accountant","Male",570116.60940399
38,"Budapest","Software Developer","Female",485488.218968627
54,"Debrecen","Software Developer","Female",625034.492454423
35,"Szombathely","Software Developer","Female",402680.710053298
28,"Budapest","Engineer","Female",434508.153382784
57,"Pécs","Nurse","Female",464195.024355048
39,"Eger","Software Developer","Female",479501.718988253
55,"Debrecen","Accountant","Female",414936.19180079
25,"Győr","Sales Representative","Female",61999.1165391601
44,"Szeged","Accountant","Female",431067.350862969
36,"Budapest","Sales Representative","Male",345364.230604412
63,"Debrecen","Chef","Female",429555.657841641
56,"Pécs","Accountant","Male",561150.353979661
47,"Miskolc","Accountant","Male",555909.280148884
34,"Debrecen","Teacher","Male",245164.120497365
52,"Pécs","Teacher","Male",444378.392382479
49,"Debrecen","Chef","Female",419456.067417673
23,"Budapest","Accountant","Male",302520.541313127
54,"Szeged","Doctor","Female",520287.271956651
50,"Debrecen","Teacher","Female",518784.22729261
38,"Budapest","Sales Representative","Male",422979.561142739
68,"Budapest","Nurse","Female",655476.849552782
51,"Eger","Nurse","Female",414750.788255981
34,"Budapest","Manager","Male",441024.35826544
51,"Budapest","Doctor","Male",640920.017586839
45,"Szeged","Nurse","Male",387016.042112342
38,"Budapest","Sales Representative","Female",381418.0958751
1,"Debrecen","Teacher","Male",0
35,"Szeged","Chef","Female",339927.101398878
40,"Budapest","Engineer","Male",431834.111456312
49,"Szeged","Sales Representative","Male",530087.89800912
44,"Debrecen","Teacher","Male",493424.122008181
43,"Miskolc","Sales Representative","Male",443440.384404631
58,"Budapest","Sales Representative","Female",607682.466517083
39,"Pécs","Accountant","Female",295638.665822427
27,"Debrecen","Software Developer","Male",276483.61731403
34,"Szombathely","Nurse","Male",260229.296608369
38,"Debrecen","Manager","Male",426920.166805409
33,"Eger","Nurse","Male",327774.16144955
18,"Budapest","Accountant","Female",103821.59607987
47,"Budapest","Sales Representative","Female",423094.651491939
49,"Szombathely","Sales Representative","Female",399407.177147922
31,"Budapest","Sales Representative","Male",279917.296149369
45,"Budapest","Manager","Male",670226.300625059
36,"Szeged","Sales Representative","Male",276108.166610714
36,"Debrecen","Manager","Female",424351.180967327
47,"Budapest","Driver","Male",498936.406931297
45,"Miskolc","Chef","Female",279865.466496503
33,"Miskolc","Accountant","Male",300636.293130443
31,"Budapest","Engineer","Male",417393.620092601
47,"Szombathely","Engineer","Male",427811.859787625
28,"Debrecen","Doctor","Female",412856.898159039
32,"Budapest","Software Developer","Female",479657.923209725
57,"Szeged","Sales Representative","Male",438921.108127278
42,"Budapest","Teacher","Female",509107.864994595
35,"Szeged","Manager","Female",312686.396665252
26,"Budapest","Nurse","Female",177706.202008578
49,"Debrecen","Sales Representative","Male",361883.416530864
33,"Szeged","Accountant","Male",389354.697998422
41,"Budapest","Teacher","Male",506936.289858472
54,"Eger","Chef","Female",426313.170188408
37,"Eger","Engineer","Male",364856.809814872
52,"Pécs","Sales Representative","Female",430432.404337346
26,"Szeged","Nurse","Male",162944.031117897
19,"Eger","Sales Representative","Male",103384.560686806
44,"Debrecen","Sales Representative","Male",374149.823650829
54,"Debrecen","Engineer","Male",638594.352243183
34,"Budapest","Accountant","Male",459525.622628821
37,"Szombathely","Engineer","Male",274349.777727676
51,"Pécs","Nurse","Male",414679.171586206
35,"Budapest","Teacher","Female",351894.393416229
27,"Szeged","Teacher","Female",143530.384220741
30,"Budapest","Teacher","Male",378994.489208919
38,"Miskolc","Nurse","Male",290695.450480585
21,"Miskolc","Sales Representative","Male",74604.933668176
50,"Szeged","Teacher","Male",477080.023829526
47,"Pécs","Engineer","Male",513896.471091116
50,"Pécs","Engineer","Female",446309.107521
59,"Szeged","Accountant","Male",625597.084525684
52,"Miskolc","Manager","Male",601175.668886275
57,"Eger","Nurse","Female",577195.651759462
36,"Debrecen","Manager","Male",397096.321834902
54,"Miskolc","Sales Representative","Female",427829.009179802
24,"Debrecen","Sales Representative","Female",220241.12277959
47,"Budapest","Sales Representative","Female",424567.68882456
60,"Győr","Engineer","Male",557826.794900477
65,"Miskolc","Sales Representative","Male",591189.319044764
43,"Szeged","Teacher","Male",443608.541374156
49,"Szeged","Manager","Male",507381.263482502
27,"Budapest","Teacher","Female",244646.625327745
22,"Pécs","Teacher","Female",158455.422818418
40,"Győr","Teacher","Male",417647.426450397
44,"Szeged","Sales Representative","Male",285619.429407752
38,"Debrecen","Accountant","Female",437739.061451638
30,"Szeged","Teacher","Male",275918.175016469
25,"Budapest","Engineer","Female",287075.723721667
51,"Miskolc","Doctor","Female",602143.02790698
52,"Eger","Sales Representative","Male",505653.760492152
38,"Budapest","Accountant","Male",440368.397536229
60,"Debrecen","Engineer","Female",571489.826914784
40,"Szombathely","Chef","Male",272655.334086042
52,"Debrecen","Sales Representative","Female",430838.502896106
32,"Szombathely","Chef","Female",238269.204304576
47,"Eger","Nurse","Female",412718.99126419
48,"Debrecen","Accountant","Female",555039.969186218
43,"Eger","Accountant","Female",414647.655812589
53,"Győr","Accountant","Female",445718.991988628
38,"Budapest","Sales Representative","Male",408470.375448207
16,"Budapest","Nurse","Female",0
36,"Debrecen","Engineer","Female",351943.378835252
49,"Győr","Driver","Female",418907.537602851
18,"Budapest","Teacher","Male",120718.71193981
19,"Budapest","Engineer","Female",292471.626209948
40,"Budapest","Software Developer","Female",632090.698370738
41,"Budapest","Sales Representative","Female",402198.127081822
55,"Debrecen","Sales Representative","Female",464460.854202081
39,"Győr","Engineer","Male",368712.715668715
46,"Debrecen","Sales Representative","Female",370717.658269153
43,"Szeged","Accountant","Female",451170.837704391
49,"Budapest","Accountant","Female",483658.615189558
51,"Budapest","Nurse","Male",495538.324501204
24,"Budapest","Nurse","Male",236858.962393352
32,"Pécs","Accountant","Female",273802.054588992
51,"Debrecen","Engineer","Female",524261.75384534
14,"Budapest","Teacher","Male",0
9,"Budapest","Doctor","Male",0
42,"Budapest","Accountant","Female",469420.536130444
40,"Debrecen","Chef","Female",315508.759693447
36,"Pécs","Nurse","Male",288306.407789209
50,"Budapest","Chef","Male",578344.365730999
54,"Budapest","Sales Representative","Female",472065.648304085
52,"Budapest","Engineer","Male",615192.356504571
38,"Budapest","Nurse","Male",509901.520608924
40,"Debrecen","Accountant","Male",415750.814396252
44,"Budapest","Accountant","Male",536031.008832663
14,"Debrecen","Chef","Male",0
28,"Budapest","Sales Representative","Male",265072.062241637
50,"Budapest","Software Developer","Female",693813.040098243
43,"Budapest","Manager","Male",561307.761280048
24,"Miskolc","Teacher","Male",223881.311472659
55,"Budapest","Teacher","Female",579314.252859933
46,"Pécs","Software Developer","Female",497368.927330865
33,"Budapest","Sales Representative","Male",296742.020649981
40,"Szeged","Nurse","Male",367611.330428173
41,"Győr","Accountant","Female",368599.997430782
36,"Miskolc","Accountant","Male",264913.114304698
38,"Eger","Engineer","Female",446475.780678648
38,"Debrecen","Sales Representative","Male",392635.057887781
48,"Győr","Chef","Male",425915.287221917
52,"Debrecen","Sales Representative","Male",439679.628459072
47,"Szeged","Nurse","Male",417801.552382871
61,"Miskolc","Engineer","Male",586656.870660898
47,"Budapest","Teacher","Female",588811.93604892
44,"Budapest","Teacher","Male",508222.628883487
50,"Debrecen","Driver","Female",457196.125492324
38,"Győr","Sales Representative","Female",298595.245088716
49,"Győr","Accountant","Male",433519.239895611
64,"Debrecen","Sales Representative","Male",565713.014827844
38,"Debrecen","Manager","Female",491418.989233974
52,"Győr","Accountant","Female",339134.209995896
40,"Debrecen","Software Developer","Male",466315.009749201
31,"Eger","Driver","Male",253119.309812481
54,"Budapest","Accountant","Male",603661.657694766
46,"Szeged","Sales Representative","Female",341735.225218691
36,"Debrecen","Engineer","Female",354876.326635474
61,"Budapest","Engineer","Female",723250.21192231
18,"Miskolc","Doctor","Male",189206.586278813
39,"Pécs","Teacher","Female",290812.375322795
37,"Debrecen","Teacher","Male",376714.898875817
38,"Budapest","Sales Representative","Female",425678.868618126
41,"Budapest","Teacher","Female",440528.299852368
62,"Győr","Teacher","Male",503453.448321244
15,"Budapest","Engineer","Female",0
52,"Budapest","Teacher","Female",511501.077207779
31,"Szombathely","Driver","Female",225870.550888888
51,"Szeged","Nurse","Male",486868.776693219
